REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON;
USG310-EU0102F;ZyXEL USG310 Firewall VPN UTM BDL;NPPPHW0023;4718937578665;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;1215.7600000000;0;2.0000000000;;Encargo;2.0000000000;0.0000000000;1215.7600000000;
USG60-EU0101F;ZyXEL USG60 Firewall (Device only);NPPPHW0024;4718937575237;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;401.8300000000;1;0.3500000000;;;0.0000000000;0.0000000000;401.8300000000;
LIC-BUN-ZZ0024F;ZyXEL Licencia Anual 4 Servicios ZyWALL110 USG110;NPPPSW0025;4718937584277;PP;Proteccion perimetral;PSW;Protección software;04247;ZyXEL;338.2200000000;0;0.0100000000;;Encargo;2.0000000000;0.0000000000;338.2200000000;
LIC-BUN-ZZ0013F;ZyXEL Licencia Anual 4 Servicios USG210;NPPPSW0026;4718937580583;PP;Proteccion perimetral;PSW;Protección software;04247;ZyXEL;463.4900000000;0;0.0100000000;;Encargo;2.0000000000;0.0000000000;463.4900000000;
LIC-BUN-ZZ0025F;ZyXEL Licencia Anual 4 Servicios ZyWALL310 USG310;NPPPSW0027;4718937584284;PP;Proteccion perimetral;PSW;Protección software;04247;ZyXEL;630.5000000000;0;0.0100000000;;Encargo;2.0000000000;0.0000000000;630.5000000000;
91-996-041001B;ZyXEL Licencia IPSec Client 10 ZyWALL Series;NPPPSW0028;4718937507313;PP;Proteccion perimetral;PSW;Protección software;04247;ZyXEL;372.7400000000;0;0.0010000000;;Encargo;2.0000000000;0.0000000000;372.7400000000;
LIC-BUN-ZZ0028F;ZyXEL Licencia Anual 4 Servicios USG60 USG60W;NPPPSW0029;4718937584666;PP;Proteccion perimetral;PSW;Protección software;04247;ZyXEL;257.4900000000;0;0.0100000000;;Encargo;2.0000000000;0.0000000000;257.4900000000;
LIC-BUN-ZZ0027F;ZyXEL Licencia Anual 4 Servicios USG40 USG40W;NPPPSW0030;4718937584659;PP;Proteccion perimetral;PSW;Protección software;04247;ZyXEL;172.5900000000;0;0.0100000000;;Encargo;2.0000000000;0.0000000000;172.5900000000;
TD-W8960N;TP-LINK TD-W8960N Router ADSL2+ N300 2T2R 5dBi;NROADS0046;6935364091835;RO;Routers/Modems;ADS;Routers ADSL;00155;TP-LINK;16.2400000000;95;0.7400000000;;;0.0000000000;0.0000000000;16.2400000000;
AR-7286WNA;Edimax AR-7286WNA Router ADSL2+ N300 5dBi WPS;NROADS0053;4710700929551;RO;Routers/Modems;ADS;Routers ADSL;00410;Edimax;22.0000000000;2;0.6250000000;;Ultimas unidades;0.0000000000;0.0000000000;22.0000000000;
90IG00V1-BM3G00;ASUS DSL-AC68U Router ADSL2+ AC1900 4P 1xUSB 3.0;NROADS0059;4716659639794;RO;Routers/Modems;ADS;Routers ADSL;00190;Asus;136.9400000000;1;0.6400000000;;;0.0000000000;0.0000000000;136.9400000000;
90IG01E0-BM3000;ASUS DSL-AC56U Router ADSL2+ AC1200 5P 2xUSB 2.0;NROADS0060;4716659761518;RO;Routers/Modems;ADS;Routers ADSL;00190;Asus;98.7000000000;2;0.3370000000;;;0.0000000000;0.0000000000;98.7000000000;
90IG0101-BM3000;ASUS DSL-N12E Router ADSL2+ N300 4P;NROADS0066;4719543388914;RO;Routers/Modems;ADS;Routers ADSL;00190;Asus;27.8600000000;7;0.2860000000;;;0.0000000000;0.0000000000;27.8600000000;
90IG02B0-BM3100;ASUS DSL-AC52U Router ADSL2+ AC750 5P 1xUSB 2.0;NROADS0069;4712900080599;RO;Routers/Modems;ADS;Routers ADSL;00190;Asus;84.0500000000;1;0.4000000000;;;0.0000000000;0.0000000000;84.0500000000;
DSL-2745;D-Link DSL-2745 Router ADSL2+ N300 2T2R 5dBi;NROADS0070;790069422126;RO;Routers/Modems;ADS;Routers ADSL;04195;D-Link;39.7300000000;0;0.5000000000;26/01/2018;;0.0000000000;0.0000000000;39.7300000000;
90IG02B0-BM3110;ASUS DSL-AC55U Router ADSL2+ AC1200 5P 1xUSB 2.0;NROADS0073;4712900361841;RO;Routers/Modems;ADS;Routers ADSL;00190;Asus;91.7700000000;2;0.4000000000;;;0.0000000000;0.0000000000;91.7700000000;
AR-7287WnA;Edimax AR-7287WnA Router ADSL2+ N300 5dBi WPS;NROADS0075;4717964702449;RO;Routers/Modems;ADS;Routers ADSL;00410;Edimax;16.5000000000;20;0.3500000000;;;0.0000000000;0.0000000000;16.5000000000;
90IG0471-BO3100;ASUS DSL-AC51 Router ADSL/VDSL AC750 2P;NROADS0076;4712900688108;RO;Routers/Modems;ADS;Routers ADSL;00190;Asus;47.1800000000;0;0.1250000000;31/12/2019;Proximamente;0.0000000000;0.0000000000;47.1800000000;
TL-ER6020;TP-LINK TL-ER6020 Router VPN Dual WAN 2xGB;NROCAB0018;6935364041182;RO;Routers/Modems;CAB;Routers redes con cable;00155;TP-LINK;100.8000000000;4;2.1000000000;;;0.0000000000;0.0000000000;100.8000000000;
RB1100AHx2;Mikrotik RB1100AHx2 Router 13GB Eth 1066MHz 2GB L6;NROCAB0021;2610000001921;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;227.7800000000;2;1.2750000000;;Ultimas unidades;0.0000000000;0.0000000000;227.7800000000;
RB2011UiAS-RM;Mikrotik RB2011UiAS-RM Router 5Eth 600MHz 128MB L5;NROCAB0026;2610000002898;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;77.4700000000;0;0.1460000000;13/02/2018;;0.0000000000;0.0000000000;77.4700000000;
RB2011iLS-IN;Mikrotik RB2011iLS-IN Router 5xEth 600MHz 64MB L4;NROCAB0027;2610000003017;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;63.8000000000;5;0.1510000000;;Ultimas unidades;0.0000000000;0.0000000000;63.8000000000;
RB2011UiAS-IN;Mikrotik RB2011UiAS-IN Router 5xGB 128MB 600MHz L5;NROCAB0028;2610000003024;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;77.6200000000;15;0.1460000000;;;0.0000000000;0.0000000000;77.6200000000;
RB2011iL-RM;Mikrotik RB2011iL-RM Router 5xEth 600MHz 64MB L4;NROCAB0029;2610000002881;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;64.1300000000;9;0.1510000000;;;0.0000000000;0.0000000000;64.1300000000;
CCR1036-12G-4S;Mikrotik CCR1036-12G-4S Router 12G Et 1.2GHz 4G L6;NROCAB0035;2610000002959;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;648.4500000000;0;0.1510000000;;Encargo;20.0000000000;0.0000000000;648.4500000000;
CCR1036-8G-2S+;Mikrotik CCR1036-8G-2S+ Router 8G Et 1.2GHz 4G L6;NROCAB0036;2610000002966;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;688.2500000000;2;0.1510000000;13/02/2018;;0.0000000000;0.0000000000;688.2500000000;
CCR1036-12G-4S-EM;Mikrotik CCR1036-12G-4S-EM Router12Et 1.2GH 16G L6;NROCAB0037;2610000002973;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;768.0700000000;5;0.1510000000;;;0.0000000000;0.0000000000;768.0700000000;
CCR1036-8G-2S+EM;Mikrotik CCR1036-8G-2S+EM Router 8GE 1.2GHz 16G L6;NROCAB0038;2610000002980;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;871.8600000000;0;0.1510000000;;Encargo;15.0000000000;0.0000000000;871.8600000000;
RB2011iL-IN;Mikrotik RB2011iL-IN Router 5xEth 600MHz 64MB L4;NROCAB0039;2610000003000;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;66.1400000000;27;0.1510000000;;;0.0000000000;0.0000000000;66.1400000000;
USG;Ubiquiti UniFi Security Gateway USG;NROCAB0041;810354022807;RO;Routers/Modems;CAB;Routers redes con cable;04205;UBIQUITI;88.7100000000;0;0.4000000000;31/12/2019;;0.0000000000;0.0000000000;88.7100000000;
RB750r2;Mikrotik RB750r2 RouterBoard hEX lite RouterOS L4;NROCAB0046;2515101505326;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;28.0500000000;11;0.3000000000;13/02/2018;;0.0000000000;0.0000000000;28.0500000000;
RB750UPr2;Mikrotik RB750UPr2 RouterBoard hEX PoE lite RoutOS;NROCAB0047;2515101505395;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;39.6400000000;20;0.4000000000;;;0.0000000000;0.0000000000;39.6400000000;
RB3011UiAS-RM;Mikrotik RB3011UiAS-RM RouterBoard 1U 10xGbit 1SFP;NROCAB0048;2521215115566;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;114.1100000000;17;2.0000000000;13/02/2018;;0.0000000000;0.0000000000;114.1100000000;
USG40W-EU0102F;ZyXEL USG40W Firewall UTM BDL;NROCAB0054;4718937579020;RO;Routers/Modems;CAB;Routers redes con cable;04247;ZyXEL;330.0000000000;1;0.2716700000;;;0.0000000000;0.0000000000;330.0000000000;
USG1100-EU0102F;ZyXEL USG1100 Firewall UTM BDL;NROCAB0060;4718937578689;RO;Routers/Modems;CAB;Routers redes con cable;04247;ZyXEL;2456.3200000000;0;4.8000000000;;Encargo;2.0000000000;0.0000000000;2456.3200000000;
RB750Gr3;Mikrotik RB750Gr3 RouterBoard hEX RouterOS L4;NROCAB0062;2502111614452;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;39.1500000000;4;0.3500000000;13/02/2018;;0.0000000000;0.0000000000;39.1500000000;
CCR1009-7G-1C-1S+;Mikrotik CCR1009-7G-1C-1S+ Router SFP+ 1.2GHz 2G;NROCAB0063;2514121617002;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;310.3900000000;9;1.0000000000;13/02/2018;;0.0000000000;0.0000000000;310.3900000000;
USG-PRO-4;Ubiquiti UniFi Security Gateway USG-Pro-4;NROCAB0064;810354022821;RO;Routers/Modems;CAB;Routers redes con cable;04205;UBIQUITI;222.8200000000;3;1.0000000000;31/12/2019;;0.0000000000;0.0000000000;222.8200000000;
CCR1009-7G-1C-1S+PC;Mikrotik CCR1009-7G-1C-1S+PC Router SFP+ 1GHz 2G;NROCAB0065;2529121612001;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;325.6000000000;0;1.0000000000;;Encargo;20.0000000000;0.0000000000;325.6000000000;
ER-X-SFP;Ubiquiti EdgeRouter X ER-X-SFP 5xGB 1xSFP PoE;NROCAB0068;810354022203;RO;Routers/Modems;CAB;Routers redes con cable;04205;UBIQUITI;59.8600000000;0;0.3500000000;;Encargo;10.0000000000;0.0000000000;59.8600000000;
RB1100Dx4;Mikrotik RB1100AHx4 Dude Router 13GB 1.4GHz 1GB L6;NROCAB0069;2529091716310;RO;Routers/Modems;CAB;Routers redes con cable;60148;Mikrotik;232.3900000000;0;2.6000000000;;Encargo;20.0000000000;0.0000000000;232.3900000000;
TL-WR841N-V11;TP-LINK TL-WR841N v11 Router N300 2T2R 5dBi;NROINA0057;2504081710202;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;14.5600000000;100;0.6050000000;;;0.0000000000;0.0000000000;14.5600000000;
TL-MR3420;TP-LINK TL-MR3420 Router 3G WiFi N300;NROINA0061;6935364051495;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;22.4000000000;36;0.8250000000;;;0.0000000000;0.0000000000;22.4000000000;
TL-MR3020;TP-LINK TL-MR3020 Router Movil 3G WiFi N150;NROINA0064;6935364082345;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;18.1900000000;55;0.3050000000;;;0.0000000000;0.0000000000;18.1900000000;
TL-WR840N;TP-LINK TL-WR840N Router N300 2T2R 5dBi;NROINA0091;6935364070533;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;12.8800000000;100;0.6500000000;;;0.0000000000;0.0000000000;12.8800000000;
Archer C7;TP-LINK Archer C7 Router AC1750 Dual Band;NROINA0103;6935364070601;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;67.2000000000;16;1.0800000000;;;0.0000000000;0.0000000000;67.2000000000;
DIR-605L;D-Link DIR-605L Router N300 2T2R 5dBi;NROINA0107;790069372902;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;18.3900000000;0;0.3650000000;09/02/2018;;0.0000000000;0.0000000000;18.3900000000;
BR-6428NC;Edimax BR-6428NC Router N300 2T2R 9dBi;NROINA0113;4710700929797;RO;Routers/Modems;INA;Routers inalámbricos;00410;Edimax;20.3500000000;23;0.7150000000;25/01/2018;;0.0000000000;0.0000000000;20.3500000000;
DWR-921;D-Link DWR-921 Router 4G WiFi N150;NROINA0117;790069382246;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;88.2300000000;68;0.7150000000;;;0.0000000000;0.0000000000;88.2300000000;
Archer C5;TP-LINK Archer C5 Router AC1200 Dual Band;NROINA0124;6935364091699;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;40.4400000000;32;1.0400000000;;;0.0000000000;0.0000000000;40.4400000000;
RB951G-2HnD;Mikrotik RB951G-2HnD 2.4GHz 600MHz 128M L4;NROINA0135;2610000002164;RO;Routers/Modems;INA;Routers inalámbricos;60148;Mikrotik;51.0400000000;0;0.4200000000;13/02/2018;;0.0000000000;0.0000000000;51.0400000000;
RB2011UiAS-2HnD-IN;Mikrotik RB2011UiAS-2HnD-IN AP 2.4Gh 5xEth 128M L5;NROINA0136;2610000002171;RO;Routers/Modems;INA;Routers inalámbricos;60148;Mikrotik;82.2100000000;11;0.2330000000;13/02/2018;;0.0000000000;0.0000000000;82.2100000000;
M7350;TP-LINK M7350 Router Movil 4G WiFi N150;NROINA0137;6935364080525;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;69.1200000000;65;0.3200000000;;;0.0000000000;0.0000000000;69.1200000000;
BR-6478AC V2;Edimax BR-6478AC V2 Router AC1200 Dual 4p Gigabit;NROINA0141;4717964700803;RO;Routers/Modems;INA;Routers inalámbricos;00410;Edimax;40.7000000000;46;0.7300000000;;;0.0000000000;0.0000000000;40.7000000000;
Archer C9;TP-LINK Archer C9 Router AC1900 Dual Band;NROINA0142;6935364071691;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;104.1600000000;2;1.3200000000;;;0.0000000000;0.0000000000;104.1600000000;
RB941-2nD-TC;Mikrotik RB941-2nD-TC hAP Lite 2.4GHz 650MHz 32M;NROINA0146;2515101505586;RO;Routers/Modems;INA;Routers inalámbricos;60148;Mikrotik;14.4100000000;100;0.3000000000;;;0.0000000000;0.0000000000;14.4100000000;
90IG0201-BM2G00;ASUS RT-AC5300 Router AC5300 5P 1xUSB 2.0 1xUSB3.0;NROINA0152;4712900002430;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;306.3300000000;1;1.8140000000;;;0.0000000000;0.0000000000;306.3300000000;
90IG01Z0-BM3000;ASUS RT-AC88U Router AC3100 8P 1xUSB 2.0 1xUSB 3.0;NROINA0153;4712900030365;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;252.8800000000;1;0.9500000000;;;0.0000000000;0.0000000000;252.8800000000;
90IG01F1-BM2G00;ASUS RT-AC3200 Router AC3200 5P 1xUSB 2.0 1xUSB3.0;NROINA0154;4716659989721;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;184.8600000000;1;1.0200000000;;;0.0000000000;0.0000000000;184.8600000000;
90IG00W0-BM3G20;ASUS RT-AC87U Router AC2400 5P 1xUSB 2.0 1xUSB 3.0;NROINA0155;4716659648413;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;167.5500000000;2;0.7800000000;;;0.0000000000;0.0000000000;167.5500000000;
90IG00C0-BM3000;ASUS RT-AC68U Router AC1900 5P 1xUSB 2.0 1xUSB 3.0;NROINA0156;4716659419013;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;122.6400000000;3;0.6400000000;;;0.0000000000;0.0000000000;122.6400000000;
90IG0300-BM3000;ASUS RT-AC66U Router AC1750 5P 2xUSB 2.0;NROINA0157;4716659214199;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;81.4500000000;14;0.4500000000;;;0.0000000000;0.0000000000;81.4500000000;
90IG0241-BM3000;ASUS RT-AC1200G+ Router AC1200 5P 1xUSB 2.0;NROINA0159;4712900079678;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;53.1500000000;7;0.3950000000;23/01/2018;;0.0000000000;0.0000000000;53.1500000000;
90IG0150-BM3G00;ASUS RT-AC51U Router AC750 5P 1xUSB 2.0;NROINA0160;4716659931119;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;30.5700000000;5;0.2200000000;;;0.0000000000;0.0000000000;30.5700000000;
90-IG1Z002M02-3PA0-;ASUS RT-N66U Router N900 5P 2xUSB 2.0;NROINA0161;4719543394526;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;83.3900000000;0;0.4500000000;24/01/2018;;0.0000000000;0.0000000000;83.3900000000;
90IG00L0-BM3G20;ASUS RT-N18U Router N600 5P 1xUSB 2.0 1xUSB 3.0;NROINA0163;4716659562245;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;59.1600000000;5;0.5280000000;;;0.0000000000;0.0000000000;59.1600000000;
90-IG10002MB0-3PA0-;ASUS RT-N12 Router N300 5P 10/100;NROINA0165;4716659335696;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;21.2500000000;3;0.2900000000;23/01/2018;;0.0000000000;0.0000000000;21.2500000000;
90-IG29002M03-3PA0-;ASUS RT-N12E Router N300 5P 10/100;NROINA0166;4719543397275;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;15.1300000000;8;0.1800000000;23/01/2018;;0.0000000000;0.0000000000;15.1300000000;
9801A0PS;H3C ER2100n Router 1FE WAN+4FE LAN+1Console;NROINA0172;2529031613518;RO;Routers/Modems;INA;Routers inalámbricos;60181;H3C;227.9500000000;49;1.6000000000;;Ultimas unidades;0.0000000000;0.0000000000;227.9500000000;
AirRouter-AR;Ubiquiti AirRouter Router WiFi-N Interior;NROINA0173;810354022135;RO;Routers/Modems;INA;Routers inalámbricos;04205;UBIQUITI;25.2600000000;9;0.5000000000;;;0.0000000000;0.0000000000;25.2600000000;
DSR-250N;D-Link DSR-250N Router N300;NROINA0175;790069357664;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;182.3300000000;1;1.6000000000;26/01/2018;;0.0000000000;0.0000000000;182.3300000000;
EM4510;EMINENT EM4510 Router AC1200 4P;NROINA0176;8716065307689;RO;Routers/Modems;INA;Routers inalámbricos;60062;Eminent;47.4200000000;3;0.7300000000;;Ultimas unidades;0.0000000000;0.0000000000;47.4200000000;
BR-6428NS V4;Edimax BR-6428NS V4 Router WiFi N300 5en1;NROINA0177;4717964701213;RO;Routers/Modems;INA;Routers inalámbricos;00410;Edimax;12.6500000000;0;0.6500000000;25/01/2018;;0.0000000000;0.0000000000;12.6500000000;
Archer C60;TP-LINK Archer C60 Router AC1350 Dual Band;NROINA0178;6935364096755;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;33.6000000000;9;1.3200000000;;;0.0000000000;0.0000000000;33.6000000000;
90IG02N0-BM3000;ASUS RT-AC58U Router AC1300 5P 1xUSB 3.0;NROINA0179;4712900274936;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;76.4700000000;0;0.4000000000;23/01/2018;;0.0000000000;0.0000000000;76.4700000000;
90IG02Z1-BM3000;ASUS RT-AC53 Router AC750 3P;NROINA0180;4712900325454;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;30.4100000000;2;0.4000000000;08/02/2018;;0.0000000000;0.0000000000;30.4100000000;
DWR-730;D-Link DWR-730 Router Movil 3G WiFi 21 Mbps;NROINA0182;790069377020;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;49.4300000000;18;0.2500000000;;;0.0000000000;0.0000000000;49.4300000000;
BR-6208AC V2;Edimax BR-6208AC V2 Router WiFi AC750 Dual Band;NROINA0187;4717964701473;RO;Routers/Modems;INA;Routers inalámbricos;00410;Edimax;22.0000000000;3;0.2500000000;25/01/2018;;0.0000000000;0.0000000000;22.0000000000;
DSR-1000AC;D-Link DSR-1000AC Router Dual Band VPN;NROINA0188;790069415517;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;308.4300000000;2;1.0000000000;;;0.0000000000;0.0000000000;308.4300000000;
RT2600ac;SYNOLOGY RT2600ac Router AC2600 MU-MIMO;NROINA0189;4711174722327;RO;Routers/Modems;INA;Routers inalámbricos;60158;Synology;180.5000000000;3;1.5000000000;;;0.0000000000;0.0000000000;180.5000000000;
90IG03N0-BM3110;ASUS RT-AC52U Router AC750 5P;NROINA0190;4712900491586;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;45.7900000000;1;0.3600000000;;;0.0000000000;0.0000000000;45.7900000000;
RG21S;Edimax RG21S Router AC2600 4xGB Dual Band;NROINA0191;4717964701114;RO;Routers/Modems;INA;Routers inalámbricos;00410;Edimax;119.9000000000;6;0.3650000000;;;0.0000000000;0.0000000000;119.9000000000;
DIR-895L;D-Link DIR-895L Router AC3200 Dual Band;NROINA0192;790069424908;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;286.1100000000;1;0.9500000000;;Ultimas unidades;0.0000000000;0.0000000000;286.1100000000;
Archer C1200;TP-LINK Archer C1200 Router AC1200 Dual Band;NROINA0193;6935364096052;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;44.8000000000;100;0.9500000000;;;0.0000000000;0.0000000000;44.8000000000;
DIR-809;D-Link DIR-809 Router AC750 Dual Band;NROINA0194;790069418716;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;30.0300000000;1;0.2500000000;;;0.0000000000;0.0000000000;30.0300000000;
DWR-953;D-Link DWR-953 Router 4G WiFi AC750;NROINA0195;790069424830;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;130.9100000000;4;0.3500000000;;;0.0000000000;0.0000000000;130.9100000000;
DIR-868L;D-Link DIR-868L Router AC1750 Dual Band;NROINA0199;790069391873;RO;Routers/Modems;INA;Routers inalámbricos;04195;D-Link;82.9800000000;1;0.6500000000;;Ultimas unidades;0.0000000000;0.0000000000;82.9800000000;
Archer C8;TP-LINK Archer C8 Router AC1750 Dual Band;NROINA0202;6935364080013;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;61.6000000000;26;0.2500000000;;;0.0000000000;0.0000000000;61.6000000000;
TL-WR841N;TP-LINK TL-WR841N v13 Router N300 2T2R 5dBi;NROINA0203;6935364051242;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;13.4400000000;100;0.6050000000;;;0.0000000000;0.0000000000;13.4400000000;
TL-WR940N;TP-LINK TL-WR940N Router N450 3T2R 5dBi;NROINA0205;6935364092887;RO;Routers/Modems;INA;Routers inalámbricos;00155;TP-LINK;17.9200000000;100;0.4500000000;;;0.0000000000;0.0000000000;17.9200000000;
90IG03S1-BM2G00;ASUS ROG Rapture GT-AC5300 Router AC5300 8P 2xUSB;NROINA0206;4712900607727;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;356.3400000000;1;0.2500000000;;Novedad;0.0000000000;0.0000000000;356.3400000000;
90IG0401-BM3000;ASUS RT-AC86U Router AC2900 4P 1xUSB 2.0 1xUSB 3.0;NROINA0207;4712900663457;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;203.8500000000;5;0.4500000000;;Novedad;0.0000000000;0.0000000000;203.8500000000;
90IG03R1-BM2000;ASUS 4G-AC68U Router AC1900 4G 4P 1xUSB 3.0;NROINA0208;4712900508024;RO;Routers/Modems;INA;Routers inalámbricos;00190;Asus;274.6800000000;2;0.3500000000;08/02/2018;Novedad;0.0000000000;0.0000000000;274.6800000000;
TL-PS110U;TP-LINK TL-PS110U Print Server Ethernet USB;NSISCA0013;6935364031008;SI;Servidores impresión;SCA;Impresión redes cableadas;00155;TP-LINK;33.6000000000;0;0.4100000000;31/12/2019;;0.0000000000;0.0000000000;33.6000000000;
TL-PS310U;TP-LINK TL-PS310U Print Server MFP Ethernet USB;NSISCA0014;6935364031060;SI;Servidores impresión;SCA;Impresión redes cableadas;00155;TP-LINK;32.4000000000;0;0.3950000000;26/01/2018;;0.0000000000;0.0000000000;32.4000000000;
TL-WPS510U;TP-LINK TL-WPS510U Print Server WiFi 54Mbps USB;NSISIN0007;6935364031039;SI;Servidores impresión;SIN;Impresión redes WIFI;00155;TP-LINK;45.9200000000;0;0.4400000000;;;0.0000000000;0.0000000000;45.9200000000;
TL-WA901ND;TP-LINK TL-WA901ND Punto Acceso 2.4GHz N450;NSWPAC0026;6935364091729;SW;Switches y Puntos acceso;PAC;Puntos de acceso;00155;TP-LINK;25.7600000000;36;0.7200000000;;;0.0000000000;0.0000000000;25.7600000000;
TL-WA801ND;TP-LINK TL-WA801ND Punto Acceso 2.4GHz N300;NSWPAC0027;6935364051419;SW;Switches y Puntos acceso;PAC;Puntos de acceso;00155;TP-LINK;25.7600000000;81;0.6750000000;;;0.0000000000;0.0000000000;25.7600000000;
TL-WA850RE;TP-LINK TL-WA850RE Repetidor WiFi N300;NSWPAC0043;6935364070199;SW;Switches y Puntos acceso;PAC;Puntos de acceso;00155;TP-LINK;16.8000000000;100;0.2900000000;;;0.0000000000;0.0000000000;16.8000000000;
EW-7228APn;Edimax EW-7228APn P.Acc.150N 1T1R 5p Switch;NSWPAC0044;4710700927335;SW;Switches y Puntos acceso;PAC;Puntos de acceso;00410;Edimax;19.8000000000;9;0.4600000000;25/01/2018;;0.0000000000;0.0000000000;19.8000000000;
DAP-1360;D-Link DAP-1360 Punto Acceso N300;NSWPAC0051;790069323058;SW;Switches y Puntos acceso;PAC;Puntos de acceso;04195;D-Link;22.8600000000;25;0.6350000000;;;0.0000000000;0.0000000000;22.8600000000;
DAP-2310;D-Link DAP-2310 Punto Acceso N300;NSWPAC0053;790069366413;SW;Switches y Puntos acceso;PAC;Puntos de acceso;04195;D-Link;57.0700000000;6;0.5850000000;;;0.0000000000;0.0000000000;57.0700000000;
